profession,career_field,position_level,education_level,location_type,age,years_experience,has_remote,is_career_change,is_training_career,in_training,industry_growth_rate,salary
executive chef,service,entry,associates,suburb,19,0.2,0,1,0,0,0.0319,40203.21
biologist,other,mid,masters,major_city,28,5.7,1,0,0,0,0.0222,129514.9
management consultant,business,lead,bachelors,rural,36,14.1,1,0,0,0,0.0525,415037.13
petroleum engineer,engineering,mid,masters,international,27,2.4,0,0,0,0,0.0558,122370.46
orthopedic surgeon,healthcare,senior,bachelors,suburb,36,13.8,0,0,1,0,0.0531,831873.81
physician,healthcare,executive,bachelors,small_city,47,25.7,0,0,1,0,0.0708,1099381.06
venture capitalist,finance,mid,bachelors,rural,27,5.1,0,0,0,0,0.0306,222793.48
firefighter,service,mid,bachelors,suburb,25,4.4,0,0,0,0,0.0321,64762.53
civil engineer,engineering,lead,bachelors,rural,44,22.8,0,0,0,0,0.0565,203583.27
cardiologist,healthcare,entry,phd,international,27,0.9,0,0,1,1,0.0672,62828.44
hvac technician,service,entry,phd,small_city,27,0.6,0,0,0,0,0.0248,63130.65
ui designer,creative,mid,bootcamp,small_city,21,2.6,0,0,0,0,0.0292,107060.0
data engineer,technology,lead,bachelors,small_city,39,17.9,1,0,0,0,0.0678,344837.31
real estate broker,business,senior,masters,international,33,9.7,0,0,0,0,0.0632,234717.88
copywriter,creative,entry,self_taught,major_city,19,2.0,1,0,0,0,0.0325,57536.87
software developer,technology,mid,masters,rural,31,6.8,1,1,0,0,0.0792,157466.65
video editor,creative,mid,bachelors,major_city,28,6.8,0,0,0,0,0.0085,85997.27
restaurant manager,service,entry,bachelors,international,22,0.8,0,0,0,0,0.0332,33776.9
full stack developer,technology,mid,masters,small_city,26,2.8,0,1,0,0,0.0943,134606.8
product manager,technology,lead,bachelors,small_city,37,14.7,0,1,0,0,0.0884,267750.66
electrician,service,entry,self_taught,international,19,2.4,1,0,0,0,0.0291,29142.12
nurse,healthcare,lead,bachelors,rural,32,10.2,0,0,0,0,0.0652,144445.36
marketing manager,business,senior,high_school,small_city,30,12.7,1,1,0,0,0.0415,136902.89
chemist,other,entry,phd,international,28,1.2,0,0,0,0,0.028,60209.25
petroleum engineer,engineering,entry,associates,rural,23,2.7,0,0,0,0,0.0637,74712.24
physician,healthcare,mid,bootcamp,major_city,20,2.3,0,1,1,1,0.0554,93218.52
graphic designer,creative,entry,self_taught,rural,19,1.9,1,1,0,0,0.0279,34303.18
journalist,creative,mid,bootcamp,rural,22,4.5,0,0,0,0,0.0524,45775.97
backend developer,technology,senior,bachelors,suburb,27,5.6,0,0,0,0,0.0744,196604.95
ux designer,creative,mid,bootcamp,rural,24,5.1,0,0,0,0,0.0333,96356.8
restaurant manager,service,lead,bachelors,small_city,32,11.3,0,0,0,0,0.0254,150445.28
cpa,finance,mid,masters,rural,26,3.1,0,0,0,0,0.0198,90869.43
backend developer,technology,entry,phd,suburb,28,2.4,1,0,0,0,0.0761,126791.44
physical therapist,healthcare,senior,phd,small_city,41,14.1,0,0,0,0,0.0445,177100.44
corporate lawyer,business,lead,bachelors,rural,37,14.8,1,0,0,0,0.0302,630835.48
executive chef,service,entry,bootcamp,major_city,18,0.5,0,0,0,0,0.0354,71864.17
real estate agent,business,lead,bootcamp,suburb,38,19.9,0,0,0,0,0.0509,219551.64
hotel manager,service,mid,self_taught,suburb,22,3.3,0,0,0,0,0.0299,61636.96
nurse practitioner,healthcare,senior,high_school,rural,33,14.4,0,0,0,0,0.0766,98371.99
physicist,other,senior,masters,international,36,11.6,0,0,0,0,0.0478,261833.41
security analyst,technology,entry,bachelors,international,24,2.6,1,1,0,0,0.0852,69871.16
radiologist,healthcare,executive,bachelors,suburb,60,39.7,0,1,1,0,0.0666,2784309.03
graphic designer,creative,entry,bachelors,suburb,24,1.8,0,0,0,0,0.0346,52244.65
patent attorney,business,mid,masters,small_city,28,3.5,1,0,0,0,0.0332,271047.5
aerospace engineer,engineering,senior,bachelors,major_city,29,8.6,1,1,0,0,0.0393,199387.94
cybersecurity engineer,technology,entry,masters,rural,24,1.1,0,0,0,0,0.0986,78310.97
lawyer,business,mid,phd,rural,30,4.8,1,0,0,0,0.0424,223964.29
psychiatrist,healthcare,lead,bootcamp,international,33,14.5,0,0,1,0,0.0568,373655.02
executive chef,service,entry,self_taught,major_city,19,1.9,1,0,0,0,0.0409,55966.58
recruiter,business,executive,bachelors,major_city,41,19.7,1,0,0,0,0.0236,276837.4
hvac technician,service,lead,bachelors,small_city,37,15.9,0,1,0,0,0.0356,134892.99
chef,service,executive,bootcamp,major_city,58,39.5,0,0,0,0,0.0242,282754.64
research scientist,other,senior,associates,major_city,27,7.2,0,0,0,0,0.0223,147312.09
venture capitalist,finance,entry,bachelors,major_city,25,2.0,1,0,0,0,0.0463,127573.02
plumber,service,mid,high_school,international,23,5.2,0,1,0,0,0.0314,39038.23
physician assistant,healthcare,entry,self_taught,rural,19,2.4,0,1,0,0,0.0528,58505.78
backend developer,technology,entry,bachelors,suburb,25,2.8,0,0,0,0,0.0898,74630.47
physician,healthcare,lead,high_school,international,31,14.0,0,0,1,0,0.0675,238989.85
psychiatrist,healthcare,mid,masters,international,26,2.8,0,0,1,1,0.0539,57815.41
data engineer,technology,lead,masters,international,43,19.9,1,0,0,0,0.0819,416928.45
lawyer,business,lead,associates,suburb,43,23.6,1,0,0,0,0.0372,527151.95
lawyer,business,senior,self_taught,international,25,6.9,1,0,0,0,0.0424,209971.31
dermatologist,healthcare,mid,associates,suburb,24,4.7,0,0,1,1,0.0432,84657.75
full stack developer,technology,executive,masters,small_city,41,16.7,0,0,0,0,0.0877,586100.93
professor,education,mid,high_school,suburb,20,3.7,1,0,0,0,0.0184,63664.83
plumber,service,lead,bootcamp,rural,32,14.4,0,0,0,0,0.0271,99962.89
engineering manager,technology,entry,masters,major_city,25,1.5,1,0,0,0,0.0919,226590.86
nurse practitioner,healthcare,mid,phd,suburb,30,3.8,0,0,0,0,0.0821,174455.4
venture capitalist,finance,entry,bachelors,international,22,0.0,0,0,0,0,0.0477,80315.68
physician assistant,healthcare,mid,masters,small_city,28,4.7,0,0,0,0,0.0454,191319.48
mechanical engineer,engineering,senior,masters,suburb,37,13.8,0,0,0,0,0.0624,241989.5
patent attorney,business,entry,associates,international,20,0.4,1,0,0,0,0.0483,122796.25
biomedical engineer,engineering,mid,bachelors,international,28,5.5,0,0,0,0,0.0483,94596.41
cloud engineer,technology,entry,bachelors,major_city,22,0.6,0,1,0,0,0.0862,103045.13
patent attorney,business,executive,bootcamp,major_city,42,23.2,1,1,0,0,0.0551,1253499.57
accountant,finance,entry,masters,small_city,26,1.6,1,0,0,0,0.057,95404.01
dentist,healthcare,entry,phd,international,27,0.1,0,0,0,0,0.0609,154187.46
social worker,service,lead,masters,major_city,38,13.4,0,1,0,0,0.0239,144839.73
architect,engineering,mid,phd,international,28,2.2,0,0,0,0,0.0467,116981.74
physicist,other,lead,masters,small_city,41,18.9,0,0,0,0,0.0178,307331.7
electrical engineer,engineering,entry,masters,suburb,24,1.3,0,0,0,0,0.0345,101890.53
physicist,other,executive,bachelors,major_city,53,30.8,0,0,0,0,0.0196,503042.06
hotel manager,service,mid,bootcamp,small_city,21,2.1,0,0,0,0,0.0274,60182.39
electrical engineer,engineering,mid,bachelors,suburb,25,4.6,0,0,0,0,0.05,105863.51
venture capitalist,finance,entry,bachelors,rural,21,0.1,1,0,0,0,0.0446,91699.91
veterinarian,healthcare,mid,phd,major_city,29,2.3,0,0,0,0,0.0632,231027.42
psychiatrist,healthcare,lead,high_school,major_city,30,11.9,0,1,1,0,0.0611,350091.66
data engineer,technology,entry,bachelors,rural,22,1.2,1,0,0,0,0.0808,85990.48
civil engineer,engineering,lead,bachelors,major_city,37,16.6,0,0,0,0,0.0472,249950.84
cto,technology,senior,bachelors,small_city,27,5.4,1,0,0,0,0.084,474198.14
principal,education,entry,masters,suburb,26,2.5,0,0,0,0,0.0109,107126.45
teacher,education,entry,masters,major_city,26,2.7,0,0,0,0,0.044,73392.24
patent attorney,business,mid,bachelors,small_city,25,2.8,1,0,0,0,0.0163,269197.36
plumber,service,lead,bachelors,rural,31,10.4,1,0,0,0,0.0406,87330.11
psychiatrist,healthcare,entry,bachelors,small_city,22,0.9,0,1,1,1,0.0415,82520.7
biomedical engineer,engineering,entry,associates,rural,20,0.2,0,1,0,0,0.0801,47351.7
executive chef,service,mid,bachelors,suburb,28,5.6,0,0,0,0,0.0353,94127.66
cpa,finance,executive,masters,major_city,56,31.9,1,0,0,0,0.0314,529786.18
hr manager,business,senior,phd,major_city,34,6.8,1,1,0,0,0.047,245924.88
mobile developer,technology,lead,bachelors,international,34,12.6,1,0,0,0,0.0983,258295.24
backend developer,technology,lead,bachelors,rural,41,18.6,0,0,0,0,0.071,261617.76
aerospace engineer,engineering,mid,masters,international,26,3.3,1,1,0,0,0.0354,114317.21
welder,service,executive,self_taught,suburb,33,16.4,0,0,0,0,0.0214,119025.47
photographer,creative,entry,bootcamp,suburb,18,0.5,0,0,0,0,0.0182,29909.99
photographer,creative,mid,bachelors,small_city,25,3.3,0,0,0,0,0.0276,54616.71
product designer,creative,entry,bachelors,suburb,21,0.4,0,1,0,0,0.0411,67792.09
copywriter,creative,entry,high_school,small_city,18,0.9,0,0,0,0,0.0373,45289.69
software developer,technology,entry,bootcamp,international,19,1.0,0,0,0,0,0.0833,54057.02
art director,creative,mid,bootcamp,major_city,21,2.2,0,0,0,0,0.0317,97195.14
corporate lawyer,business,lead,bachelors,rural,33,11.3,0,0,0,0,0.0455,597282.88
lawyer,business,entry,masters,suburb,25,1.1,1,0,0,0,0.0369,145718.02
ux designer,creative,mid,bachelors,rural,26,5.1,1,0,0,0,0.0461,90943.12
software developer,technology,mid,masters,suburb,25,2.8,1,1,0,0,0.1066,160360.5
hvac technician,service,mid,bachelors,international,26,4.5,0,0,0,0,0.0031,47346.84
video editor,creative,entry,bachelors,major_city,22,1.1,0,0,0,0,0.0258,67937.8
actuary,finance,mid,associates,major_city,24,5.7,0,0,0,0,0.0379,138876.18
mechanical engineer,engineering,entry,masters,major_city,26,2.6,0,0,0,0,0.0586,116598.6
professor,education,mid,bachelors,major_city,26,4.2,0,0,0,0,0.0272,125480.83
pharmacist,healthcare,mid,phd,small_city,32,4.6,0,0,0,0,0.0542,250937.1
orthopedic surgeon,healthcare,senior,phd,international,32,5.9,0,0,1,1,0.0655,55995.64
professor,education,lead,bachelors,suburb,46,24.4,1,0,0,0,0.0126,282211.75
data engineer,technology,lead,high_school,international,33,15.8,1,0,0,0,0.0827,177858.17
recruiter,business,entry,masters,small_city,27,2.7,1,0,0,0,0.0282,62650.14
civil engineer,engineering,executive,bachelors,small_city,48,26.9,1,1,0,0,0.0538,326296.21
full stack developer,technology,entry,bachelors,suburb,21,0.2,0,1,0,0,0.0792,70245.72
product manager,technology,mid,masters,major_city,29,6.2,0,1,0,0,0.0848,232789.61
actuary,finance,senior,high_school,rural,22,5.6,1,0,0,0,0.0373,128582.28
hr manager,business,executive,bachelors,suburb,45,23.4,0,0,0,0,0.0439,324321.45
journalist,creative,lead,bachelors,major_city,43,20.3,0,0,0,0,0.0114,181467.15
petroleum engineer,engineering,entry,bachelors,major_city,25,3.0,0,0,0,0,0.057,122629.79
real estate broker,business,mid,high_school,suburb,20,2.5,1,0,0,0,0.0428,85697.69
actuary,finance,mid,masters,major_city,27,3.3,0,0,0,0,0.0285,212216.95
surgeon,healthcare,senior,phd,major_city,40,13.5,0,0,1,0,0.0608,1359329.54
firefighter,service,entry,bachelors,international,22,0.4,0,0,0,0,0.0296,42562.76
corporate lawyer,business,mid,bachelors,rural,27,5.6,0,1,0,0,0.0563,215956.68
ui designer,creative,entry,associates,major_city,21,1.6,0,0,0,0,0.056,84835.05
real estate broker,business,lead,phd,major_city,41,14.7,0,0,0,0,0.0326,647406.52
financial analyst,finance,senior,bootcamp,rural,24,6.2,1,0,0,0,0.0415,131931.53
physician assistant,healthcare,mid,phd,rural,32,5.3,1,0,0,0,0.0554,148545.38
backend developer,technology,mid,high_school,rural,22,4.3,1,1,0,0,0.092,67261.64
social worker,service,senior,bachelors,international,36,14.7,0,0,0,0,0.0244,76953.56
frontend developer,technology,executive,bachelors,suburb,51,30.5,0,1,0,0,0.0763,385840.01
video editor,creative,mid,masters,small_city,29,4.7,0,0,0,0,0.0296,74784.75
biologist,other,mid,bachelors,rural,24,2.9,0,0,0,0,0.0338,74117.1
devops engineer,technology,entry,bachelors,major_city,22,1.5,0,0,0,0,0.0672,112085.99
firefighter,service,mid,bachelors,suburb,27,6.0,0,0,0,0,0.0233,63840.29
civil engineer,engineering,executive,bachelors,major_city,54,32.7,1,0,0,0,0.0349,309630.86
video editor,creative,lead,masters,major_city,40,16.8,0,0,0,0,0.0342,241232.67
chemist,other,lead,associates,rural,35,16.6,0,0,0,0,0.0352,132407.9
real estate agent,business,lead,bachelors,international,39,16.7,1,0,0,0,0.0506,234767.79
attorney,business,senior,masters,suburb,39,14.8,1,1,0,0,0.0526,360732.4
corporate lawyer,business,entry,masters,international,25,1.6,1,1,0,0,0.0458,125541.34
hr manager,business,mid,self_taught,suburb,22,3.8,1,1,0,0,0.0305,64349.93
executive chef,service,entry,bootcamp,major_city,19,1.8,0,0,0,0,0.0239,100875.82
management consultant,business,mid,bachelors,major_city,25,2.8,0,0,0,0,0.0525,182056.97
hr manager,business,mid,bachelors,suburb,26,3.8,0,0,0,0,0.0301,90192.5
dermatologist,healthcare,executive,masters,suburb,48,23.4,0,0,1,0,0.0719,1399048.87
doctor,healthcare,senior,phd,suburb,33,7.6,0,0,1,0,0.0581,485415.73
recruiter,business,entry,bachelors,international,21,0.4,0,0,0,0,0.0271,41181.81
strategy consultant,business,lead,masters,major_city,45,22.7,1,0,0,0,0.0197,921420.07
strategy consultant,business,lead,associates,major_city,36,15.7,1,1,0,0,0.0341,495102.61
social worker,service,entry,masters,international,24,1.3,0,0,0,0,0.0276,44312.45
radiologist,healthcare,senior,masters,suburb,37,14.7,0,0,1,0,0.0569,898695.46
cardiologist,healthcare,lead,phd,rural,45,19.0,0,0,1,0,0.068,1474855.15
recruiter,business,entry,self_taught,rural,18,0.1,0,0,0,0,0.0437,31511.27
full stack developer,technology,entry,bachelors,small_city,24,1.4,0,1,0,0,0.0649,76003.09
physical therapist,healthcare,entry,bachelors,international,24,2.5,0,0,0,0,0.0618,64904.04
research scientist,other,mid,bachelors,rural,28,6.4,0,0,0,0,0.0172,87264.34
firefighter,service,mid,self_taught,small_city,21,3.4,0,1,0,0,0.0425,59952.89
strategy consultant,business,entry,self_taught,suburb,18,1.4,0,0,0,0,0.0415,86748.73
plumber,service,senior,bootcamp,suburb,28,9.8,0,0,0,0,0.0199,74078.28
dermatologist,healthcare,entry,masters,international,26,2.4,0,0,1,1,0.0319,65732.42
data scientist,technology,senior,phd,international,37,10.2,0,0,0,0,0.0766,307259.92
social worker,service,lead,masters,rural,45,20.5,0,0,0,0,0.0375,92859.79
dentist,healthcare,entry,phd,suburb,28,0.4,0,0,0,0,0.0706,172204.44
security analyst,technology,entry,bachelors,international,23,1.7,1,0,0,0,0.0823,79644.6
software developer,technology,entry,bachelors,rural,24,2.8,1,0,0,0,0.0825,79845.52
cto,technology,entry,masters,suburb,24,0.1,0,0,0,0,0.079,217541.75
data scientist,technology,senior,phd,suburb,40,13.0,0,0,0,0,0.0806,287875.54
financial analyst,finance,senior,masters,suburb,35,12.1,1,1,0,0,0.0312,162078.97
attorney,business,mid,bachelors,major_city,24,2.6,1,0,0,0,0.0507,339184.05
physicist,other,executive,high_school,major_city,40,23.1,0,0,0,0,0.0229,312823.66
real estate agent,business,entry,bachelors,major_city,22,1.4,0,0,0,0,0.0605,58952.85
nurse,healthcare,senior,bachelors,major_city,32,10.1,0,1,0,0,0.0693,106338.34
electrical engineer,engineering,mid,masters,small_city,25,2.3,1,1,0,0,0.0458,130056.35
software developer,technology,entry,self_taught,rural,18,0.2,0,0,0,0,0.0643,70889.41
investment banker,finance,entry,masters,rural,26,2.3,1,0,0,0,0.036,166651.18
product manager,technology,entry,associates,suburb,20,0.0,0,0,0,0,0.0561,72446.42
software developer,technology,mid,bachelors,suburb,25,3.7,1,0,0,0,0.0861,142165.07
firefighter,service,entry,bachelors,major_city,24,1.8,0,0,0,0,0.0461,72721.23
school counselor,education,senior,phd,rural,37,10.4,0,0,0,0,0.0225,96825.23
software developer,technology,entry,masters,small_city,26,2.9,1,1,0,0,0.0774,130008.01
physician,healthcare,lead,bachelors,small_city,34,13.2,0,0,1,0,0.0656,534850.58
electrician,service,senior,self_taught,suburb,30,13.2,0,0,0,0,0.0322,75392.59
chef,service,entry,bachelors,rural,24,2.0,0,0,0,0,0.0233,32159.22
executive chef,service,entry,self_taught,suburb,19,2.1,0,0,0,0,0.0298,56815.04
ux designer,creative,lead,bachelors,international,35,13.8,0,0,0,0,0.0227,207764.42
professor,education,lead,masters,rural,41,18.2,1,0,0,0,0.0109,254005.11
mobile developer,technology,executive,self_taught,major_city,48,30.8,0,0,0,0,0.083,480667.47
pharmacist,healthcare,entry,phd,international,28,1.5,0,0,0,0,0.0724,123995.48
data engineer,technology,mid,associates,international,26,5.5,1,0,0,0,0.0693,124175.41
marketing manager,business,entry,bachelors,major_city,23,1.2,1,0,0,0,0.0271,77976.62
lawyer,business,senior,bachelors,small_city,27,5.9,0,0,0,0,0.038,345142.17
plumber,service,lead,bachelors,international,36,14.3,0,0,0,0,0.0445,120325.56
data scientist,technology,senior,bachelors,small_city,33,10.5,1,0,0,0,0.0805,224854.67
chef,service,lead,masters,suburb,46,22.6,0,0,0,0,0.0196,173293.85
radiologist,healthcare,lead,bachelors,rural,37,14.9,0,0,1,0,0.0532,708005.76
frontend developer,technology,executive,masters,suburb,52,29.3,0,0,0,0,0.0917,518409.65
hvac technician,service,lead,bachelors,small_city,35,13.7,0,0,0,0,0.0231,122156.72
pharmacist,healthcare,mid,masters,rural,29,4.4,0,1,0,0,0.0563,132414.31
physician assistant,healthcare,entry,phd,international,27,0.2,0,0,0,0,0.0623,123204.87
full stack developer,technology,mid,bachelors,small_city,26,4.8,0,0,0,0,0.0874,113020.15
corporate lawyer,business,lead,bachelors,small_city,40,18.9,1,0,0,0,0.056,1059121.11
marketing manager,business,senior,bachelors,small_city,31,9.3,0,0,0,0,0.0382,137816.4
hotel manager,service,mid,associates,international,24,4.6,0,0,0,0,0.0189,64199.14
architect,engineering,entry,bachelors,suburb,25,2.6,0,1,0,0,0.0407,46552.67
copywriter,creative,senior,self_taught,small_city,29,11.6,0,0,0,0,0.0209,90731.31
graphic designer,creative,mid,high_school,suburb,20,2.4,0,0,0,0,0.0228,38937.73
police officer,service,executive,self_taught,small_city,56,39.9,0,0,0,0,0.0111,168945.89
cybersecurity engineer,technology,mid,bachelors,international,27,5.6,1,0,0,0,0.0945,116651.7
paralegal,business,entry,bootcamp,international,21,2.8,0,1,0,0,0.0423,32071.16
security analyst,technology,senior,phd,major_city,36,10.1,1,0,0,0,0.079,298425.98
cto,technology,entry,bachelors,small_city,23,2.2,0,0,0,0,0.0958,171869.37
data engineer,technology,senior,masters,international,38,14.7,0,1,0,0,0.0654,249154.57
dentist,healthcare,entry,bachelors,small_city,22,1.2,0,0,0,0,0.0604,189008.05
cto,technology,entry,bachelors,rural,22,1.0,0,0,0,0,0.0873,154559.11
electrical engineer,engineering,senior,masters,major_city,36,13.0,0,0,0,0,0.0413,216486.73
hedge fund manager,finance,lead,bachelors,international,40,19.7,0,0,0,0,0.0435,1264819.29
frontend developer,technology,mid,self_taught,suburb,22,4.4,0,0,0,0,0.0703,128222.97
aerospace engineer,engineering,senior,bachelors,major_city,33,12.0,0,0,0,0,0.0521,202959.19
investment banker,finance,mid,masters,international,27,3.4,1,0,0,0,0.0442,323462.14
attorney,business,mid,phd,major_city,33,5.8,1,0,0,0,0.0312,298346.27
hotel manager,service,entry,bootcamp,rural,20,2.2,0,0,0,0,0.0276,35667.03
financial analyst,finance,lead,bachelors,suburb,40,18.8,1,0,0,0,0.0221,197072.07
hvac technician,service,entry,bachelors,international,23,1.8,0,1,0,0,0.0208,31240.47
